"","age_under_5_2017","age_over_65_2017","median_age_2017","white_2010","black_2017","no_move_in_one_plus_year_2010","speak_english_only_2017","hs_grad_2017","bachelors_2017","computer_2017","homeownership_2010","per_capita_income_2017","poverty_2016","employed_2015","uninsured_2017","fed_spending_2009","density_2010","log_incident_rate"
"1827",5.8,15.3,34.8,91.7,1.36,78.8,93.3,86.4,28.7,86.6,65.5,24850.21,19.6,18533,9.4,413452,67.2,-9.53209494302985
"1828",5.4,18.4,44.2,72.7,11.78,90.5,97.9,86.6,22.1,86.4,74.9,28585.71,13.1,7960,12.8,115092,51.4,-9.80340475187367
"1829",6,19.1,41,73.6,1.59,82.1,95.7,86.5,16.3,79.4,71.4,25134.45,14.4,16438,17.5,510052,35.1,-8.56381293469848
"1830",4.8,34.5,53.1,81,4.73,85.7,81.2,84,17.1,78,79.9,22077.31,19.1,32691,14.2,951849,97.2,-9.2953122832814
"1831",5.4,18.2,41.6,83.5,0.77,84.5,85.4,94.5,37.5,93.2,72.9,38988.81,7.2,167923,6.1,2007114,247.6,-10.1326820929675
"1832",8.9,8.7,31.9,45.3,16.67,80.8,88.3,85.4,18.3,84.2,72.4,18918.37,19.5,18257,13.8,227309,120.2,-8.79702421236024
"1833",6.3,14.7,34.9,89.5,1.47,82.2,91.8,84,22.2,83.2,69.7,21764.09,17.5,28110,10.6,411424,76,-9.18824812550137
"1834",5.7,16.3,39,88.2,3.57,83.9,93.3,90.9,27.4,85.1,69.2,27020,15.7,127337,6.3,2174397,351.1,-8.67661250725625
"1835",5.5,20.2,45.4,98,0.04,90.8,98,90.7,18.3,77.3,76,27369.55,12.5,2014,8.1,38772,8.5,-9.56710531186516
"1836",5,27.5,49.3,93.8,0.67,88,92.9,87.5,22.2,79.6,76.8,27602.75,16.4,14187,15.6,298982,65.8,-9.18888323387439
"1837",3.9,28.8,50.7,96.6,0.82,89.9,97.3,89.2,23.1,84.6,83.3,25969.34,15.3,3796,15.6,96605,49.3,-10.6725303920993
"1838",5.6,14.9,40.2,74.8,5.66,88.8,70.5,89.4,46.5,90.7,70.7,53121.82,8.6,456134,9.6,12672130,1467.2,-8.20382105982823
"1839",5,19.4,40.7,94.9,1.03,85,95.3,92.7,22.7,85.1,78.2,30348.18,11,10134,6.4,163717,32.3,-11.2058294896591
"1840",6.3,13.6,37,85.2,2.04,85.4,84.6,76.9,13.7,79.6,69.1,20584.29,16.1,24611,16.4,278000,155.1,-9.49658464658597
"1841",5.6,17.2,42.1,98.9,0.2,88.3,97.8,74,12.1,70.5,84.3,19397.54,26.8,4629,9.2,149890,28.7,-9.51321889130925
"1842",6,13.4,38.8,68.3,11.36,86.3,89.1,91.9,38.4,92.6,78.4,34796.35,7,170285,7.8,1170416,747.1,-8.85818644283137
"1843",6.4,17.8,42,98.4,0.27,87.4,98.4,83.5,11,77.9,83.8,25589.79,12.4,4834,9.1,755901,30.8,-9.23178380926984
"1844",5.2,17.8,40.2,88.2,3.58,80.7,96.5,86.8,23,81.8,69,24743.55,17.1,11325,6.4,257679,157.8,-8.91669052774461
"1845",8.4,9.4,31.3,92.1,1.72,85.3,92.5,92.6,22.6,91.9,71.2,45974,6.8,28035,11,190252,10.8,-7.80551166985402
"1846",5.4,18.7,41.8,69.3,12.78,85.3,95.4,83,13.4,75.5,72.4,20481.75,17.9,7515,11.1,215103,23.6,-9.52971489116045
"1847",5.9,18.4,41,67.7,15.08,89.8,98.4,79.9,16.5,70.9,78.8,20873.12,19.4,14343,11.2,292386,48.3,-7.90501716982382
"1848",5.4,22.5,46,92.3,0.87,82.1,91,81.1,18.6,81.2,70.8,23203.91,15.2,11016,21,168837,66.3,-10.30352964933
"1849",5.4,16,40.4,73,7.9,80.1,81.6,79,13.7,80.1,74.9,26536.23,16.7,10891,16,176463,33.8,-9.12328353940801
"1850",5.5,21.5,48.2,95.5,0.11,88.7,96.2,88,20.2,78.9,79.6,36524.41,9.1,3418,7.2,180028,6.6,-9.55215545300789
"1851",6.2,19.1,43.2,86.5,0.3,88.8,89.6,91.1,16.5,85.3,77.9,27139.68,12.1,9251,6.3,158362,24.6,-9.7519231088486
"1852",6,16.8,40.1,89.5,0.63,90,94,79.3,14.4,74.4,73,20923.9,19.4,16775,13.1,376694,92.1,-10.3809073637964
"1853",4.9,16.3,42.4,93.8,1.22,84,95.4,89.9,16.1,83.6,73.9,27360.82,9.8,45483,4.6,380340,101.4,-9.51102314482636
"1854",4.9,20,44.1,90.6,2.11,91.3,93.8,78.3,15.4,77.9,74.3,21595.9,16.8,27945,12.3,506157,91.9,-10.2182435463521
"1855",5.9,10.6,38.8,90.5,0.33,87.1,86.9,93.7,53.5,95.6,74.4,52824.72,6,22355,9.4,127593,19.4,-10.1923813905034
"1856",4.9,19.1,46.3,96.7,0.21,90.3,97.3,90.5,16.8,83.8,81.9,28367.65,9.1,19308,5.1,229091,37.7,-10.53182950973
"1857",6.1,18.3,41.7,80.6,0.52,82.2,97.6,88.2,15.7,77.7,76.2,22229.5,16.6,7035,16,147328,29.2,-10.4008935343427
"1858",7.8,7.7,33.2,93.2,0.15,83.8,95,91.3,18.5,93.4,75.7,32954.07,8.4,24844,9.6,143326,9.6,-9.60304232515322
"1859",5.9,15.6,40.6,95.8,1.19,88.8,98.6,77,8.9,75.4,80.5,18551.14,22,9820,14.5,181118,33.2,-9.31276658678095
"1860",6.7,12.6,34.2,28.4,35.95,81.5,97.1,86.3,28.6,82.3,60.9,22155.13,20.8,102641,13.5,4265497,282,-7.04111174464705
"1861",5.3,14.7,40.4,50.8,17.96,85.7,84.7,75.2,9.8,79.9,70.3,19505.08,23.7,8955,16.1,130440,80.3,-8.9434467746404
"1862",5.1,14.1,35.4,92.7,0.19,77.6,96.2,95.1,42.6,91.5,60.7,29841.56,15.2,58051,9.7,772655,42.1,-8.78957088995747
"1863",8.6,13.2,31.8,81.8,0.05,84.3,78,81,18.1,88.4,68.6,19861.69,14.2,11064,17.1,146656,8.9,-10.0654363195221
"1864",6.7,17.9,39.5,87.4,0.38,80.7,89.2,87.2,22.1,83.5,65.5,25989.92,15.9,18028,11.8,314692,50,-9.4043228419474
"1865",7.5,11.7,31.6,74.4,9.27,80.6,93,91.5,23.6,90,67.3,26364.55,15,21068,12.2,548548,82.4,-10.3082285890439
"1866",6,16.3,37.7,83,2.42,84.6,84,76.4,13.4,74.2,69.2,18783.03,20.1,12782,12,305125,50,-8.65325660304614
"1867",4.9,16,42.4,53.2,22.33,87.4,97.6,80.9,12.1,76.4,81.6,25300,20,7736,11.8,156078,44.7,-9.18709733324578
"1868",7.1,18.6,39.3,93,1.62,84.1,98.1,90.4,19.1,76.8,74.7,20580.39,17.4,6778,10.9,126680,23.9,-10.2913995013967
"1869",4.9,24.2,46.7,97.1,0.06,88.2,99.1,91.1,16.2,81,71.5,27702.35,12.8,4555,5.7,164793,13.3,-9.08523056093334
"1870",7,15.1,35.3,70.9,0.83,81.1,63.9,78.3,19,80.4,69.3,20852.21,22,25858,13.5,517980,10.8,-7.95214473846048
"1871",5.3,20.1,43.9,98.8,0.41,90.1,99.1,74.5,9.3,71.3,80.6,20773.97,25.6,4415,10.7,158877,48.1,-9.62205259284481
"1872",5.4,21.6,44.3,97.7,0.33,86.3,98,94.8,25.2,86.1,76.1,34052.89,8.6,19452,3.5,276546,56.5,-9.42083762825607
"1873",5,24.4,50.3,97.7,0.52,90.4,97.8,95.8,29,85.5,79.8,34195.07,9.1,5342,4.6,95977,5.2,-10.6497725752589
"1874",5.5,19.3,43.6,94.6,0.55,90.1,97.8,87.4,15.1,74,81,22017.41,16.4,4737,9.7,161915,29,-9.77839662919645
"1875",5.7,15.1,39.8,75.8,11.03,90.5,97.8,82.1,13.2,74.8,82.9,20572.05,20.1,8005,8.1,163201,36.8,-9.33250269343628
"1876",6,16.5,41.7,95.2,0.76,86.2,98.4,94.9,25.9,87.8,79.9,31400,8.2,16032,6.8,154942,57,-11.0977735912725
"1877",9,9.9,30.6,77,1.1,84.8,56.7,71.3,17.3,86.4,71.8,23301.73,14.3,19421,13.3,180879,28.2,-9.71050941555364
"1878",5.8,14.4,38,94.3,1.59,85,96.1,90.5,31.9,87.7,72.3,31391.87,12.5,45352,6.3,678854,597,-9.63783873315242
"1879",5.8,17.8,41,69.6,12.36,88.6,93.8,86.2,25.8,84.1,73.3,25768.15,17,69577,11.6,4796842,149.5,-7.3047235408035
"1880",4.8,22.7,47.6,92.1,0.23,88,94.2,87.8,20.9,80.5,76.2,24753.18,18.4,13098,12.6,489014,12.8,-9.80472427478843
"1881",5.5,16.5,42.8,84.9,0.15,83.2,81.5,88.7,40.4,91.7,68.3,30530.47,9.8,11391,16.2,78881,8.1,-10.676600514734
"1882",5.9,17.7,40.9,92.7,2.06,85.6,96.9,90.9,22.5,79.5,73.6,26030.45,15.9,29942,6.9,696352,157.9,-8.65588518139291
"1883",6.8,15.2,37.3,63.3,16.01,84.7,94,84.7,20.1,81.6,67.6,22756.39,19.9,54524,12.1,1373768,99.9,-8.4407288690002
"1884",4.1,15.1,43.1,81.9,2.43,81.2,77.4,80.9,13.7,75.9,70.5,25737.34,17.5,2341,16.5,64236,1.1,-10.183162654586
"1885",6.4,20.3,44,95.2,0.64,89,92.8,87.4,17.7,83.6,75.6,26971.43,10.5,3445,6.7,57138,16.2,-9.41389327352539
"1886",6.9,17.3,40,97.8,0.41,86.7,95.7,82.6,8.7,77.2,81.1,21843.32,17.2,4613,13.3,65637,48.1,-10.6574710971994
"1887",5,22.1,45.3,89.2,4.48,87.4,97.7,85,15.9,79.7,77.3,22936.02,19.5,12948,10.3,334949,57.5,-8.63273991195782
"1888",6.4,14.9,38,72.7,10.62,84.3,91.1,89.7,32.3,85.6,64.7,30617.77,14.9,356476,7.1,10420272,1948.1,-7.73403905948113
"1889",5.8,14.4,34.3,93.1,0.42,80.1,93.5,93.2,30.3,88.2,64.8,27984.3,13.1,55986,8,633243,154.8,-9.16327801661065
"1890",9.2,11.5,29.9,31.4,0.05,82.7,70.6,88.1,17.6,73.3,66.6,16970.06,25.5,5171,39.3,157754,2.6,-9.09258858583153
"1891",8.2,10.2,31.3,59.5,2.74,79.4,55.9,73.8,15.8,83,61.4,21636.25,22.4,350944,11.2,5762188,103.3,-8.42774087260692
"1892",7.1,15.9,37.5,63,18.04,91.5,98.6,81.7,16.1,77.9,83.7,18041.97,23.5,7501,15.7,169005,47.3,-8.68212075628302
"1893",4.9,21,43.6,47,24.29,92.9,96.4,79.7,14.9,74.5,74.4,21423.75,24.9,12062,12.3,324434,57.6,-9.7445577625995
"1894",3.6,30.1,55.3,97.6,0.12,87.8,97.9,87.6,12,79.4,86.7,22248.21,17,2755,9.2,115311,17.9,-9.82736216214664
"1895",6.3,12.5,39.7,79.9,2.41,79.8,81,98.2,78.1,96.8,63.9,64175.38,3.6,7605,2.9,1156612,6169.1,-9.54318102236335
"1896",6.7,17.9,40.5,85.7,1.26,80.5,84.2,86.4,22.7,84.4,70.3,29439.13,13.8,19024,15,234015,43.9,-10.3538814108877
"1897",6,11.4,33.4,95.1,0.16,74.4,95.9,96.8,48.8,94.3,62.3,33929.83,11.4,57576,8.8,513566,34.4,-9.31115136504354
"1898",6.2,14.8,38.2,62.3,13.01,84.6,85.4,88.5,33.8,86.7,65.9,28725.51,17.5,169830,11.6,2536102,859.2,-8.40598276855924
"1899",7.2,15.6,37,97.4,0.6,83.8,98.1,79.1,19.9,70.4,70.2,18562.87,29.3,12288,8.1,556822,81.4,-8.54713333563949
"1900",4.7,17.7,40.3,80.8,6.49,82,93.1,77.4,9.6,74.3,73.9,17093.01,21.9,4639,19,123279,25.8,-9.17142627847696
"1901",5.6,18.8,43.1,89.1,3.47,87.1,97.7,88.3,25.3,83.6,71.3,28130,16.8,80842,7.5,3087768,214.1,-7.50862803302605
"1902",6.3,15.5,37.9,59.2,18.61,84.2,95.1,88.8,26.1,82.4,67.1,24539.92,19,43722,9.3,846104,176.4,-7.0322634760481
"1903",6.3,14.6,38.4,44.2,27.78,86.7,96.8,78.7,9.5,68.2,58.7,17542.57,31.6,8302,12.2,378606,44.5,-7.98718474823347
"1904",4.9,12,39,91,1.86,88,95.6,93.5,40.4,94.4,85.1,39295.27,5.9,29485,3.8,162772,322.2,-9.98418773633255
"1905",6,21.7,44.7,98.1,0.04,85.7,98.1,93.6,19.7,80.5,75.6,30923.56,10.2,3839,4.6,61691,16.4,-9.53798807237101
"1906",10.2,11.1,28.8,96.1,0.03,90.5,3.6,48.8,9.7,74.4,79.4,11455.84,39.9,22376,33.7,411714,49.8,-9.9633707230749
"1907",4.2,25.7,51.6,88.9,0.29,90.8,92.7,90,19.3,84.3,78.8,30857.6,13.1,19272,6.6,330130,44.7,-9.27091516556159
"1908",4.4,25.8,52.1,89,0.43,84.3,91.6,93.6,22.6,82.6,65.6,31098.64,12.6,7088,6.6,223471,7.8,-9.42975698688276
"1909",5.3,19.2,43.3,91.9,1.72,84.2,95.2,85.9,23.8,80,71.8,26706.97,14.4,31292,8.7,4675106,222.8,-8.74841072688689
"1910",6.4,15,39.3,94.7,1.42,87.4,97,90.6,17.1,85,75.3,28237.31,9.4,23042,4.5,248585,121.2,-9.54367503850699
"1911",5,16,42.6,86.7,4.59,90.4,95.8,92.9,37.9,90.9,83.9,38140.38,5.8,54052,5.6,690432,213.1,-10.0457198709698
"1912",5.5,16.1,37.7,81.7,0.59,82.8,88.4,90.5,29.4,88.5,57.6,24853.5,20,58964,12.3,1180218,37.7,-7.34694249409532
"1913",6,17,39.5,96.7,0.3,84.4,96.8,93.2,26.1,84.8,76.2,28893.33,8.5,16871,3.1,258675,60.1,-9.84935564663416
"1914",6.5,12.9,36.3,74.4,6.35,81.9,82.2,93,48.2,91.5,65.2,41850.42,10.9,654708,6.1,10995856,2081.7,-8.75816731990756
"1915",6.1,19.7,42.6,85.9,0.38,80.6,91.7,87.4,18.9,84.8,68.7,23754.81,19,26427,10.5,644102,11.2,-8.84747714713032
"1916",5.2,20.2,43.1,97.3,0.96,88,99,83.7,17.7,73.6,77.9,24604.64,18.7,11036,10.4,273506,28.3,-8.33110454805304
"1917",6.3,18.8,40.1,78.3,1.27,83.3,92.9,90.6,27,84.3,74.3,28532.39,14.3,23398,14.2,337308,122.7,-8.77829704651684
"1918",6.4,15.2,32.8,82,3.62,79.6,84.6,83,18.5,77.3,73.1,20350,21.5,2777,17.2,63400,10.1,-8.86304982791909
"1919",5.2,18.9,44.4,75.7,9.31,87,94.3,81.2,14.7,77.6,72.1,22179.34,18.1,38400,11.2,720098,165.6,-8.44064016829526
"1920",6.8,12.7,36.1,80.5,5.78,80.3,93.3,90.2,23.5,88,65.9,25977.73,13.8,44331,6.8,2233375,169.3,-9.30707843629694
"1921",8.2,12.9,32.6,72.8,0.34,83.9,63.5,75.3,16.7,85.4,62.6,22124.09,16.1,41432,15.3,583558,33.3,-8.60132385307857
"1922",6.6,18.8,40.3,83.3,2.65,81.5,95.5,89.2,18.7,81.8,71.8,23026.36,18.9,15507,11.9,326523,55.1,-9.08910638864354
"1923",4,29,53.2,97.1,0.18,90.3,98.2,84.5,11.6,76.6,84,19603.42,17.9,6725,12.6,189037,27.1,-9.62444802546569
"1924",6.2,16.6,42.2,97.7,0.22,88.7,98,79,12.1,71.6,72.8,19986.61,20.2,9842,10.1,313237,48.9,-10.9289465414109
"1925",6.1,15.8,37,68.9,10.87,78.6,93,90.6,26,88.3,67.4,25582.19,15.2,130409,11.1,3569596,453.4,-8.49558744341154
"1926",4.9,16.6,40.4,47.2,24.32,85.1,95.1,80.1,9.2,74.9,71,19798.37,25.1,10122,14.8,237103,50.7,-8.75701685298165
"1927",6,20.2,41.9,98.1,0.99,89.2,96,91,15.7,80,70.2,22812.18,16.6,2933,15.1,74872,12.7,-10.0968314726118
"1928",3.2,24.1,49.2,93,2.69,84.3,96.5,86.2,14,76.5,81,31457.84,16.4,2790,8.6,84271,38.9,-8.32142158689788
"1929",5.8,15.9,38,67.1,16.39,80.6,97.9,77.4,13.9,66.1,78.2,22420.33,27.5,3272,20.5,132792,14.7,-9.49709701635146
"1930",5.6,21.1,45,97.7,0.33,90.4,98.2,90.4,18.8,79.1,81.7,29982.91,11.5,2578,7,57324,20.8,-10.0010225283727
"1931",6,12.8,37.3,43,5.54,83.7,55.4,87.5,44.7,92.5,55.1,40686.83,10.7,784217,6.9,15190178,2043.6,-8.2067548363207
"1932",6.5,12.1,37,57,19.13,85.3,94.4,90.9,46.5,88.3,69.7,36678.93,12,49283,7.9,861055,133.2,-8.9205834211796
"1933",6,20.4,44.1,97.1,0.06,88.8,94.2,92,21.9,83.8,77.7,32075.31,11,3208,7.5,104064,4.3,-9.06056344665796
"1934",6.4,16.3,40.2,97.3,0.7,87.3,96.3,86.1,11.1,80.9,82.8,22739.37,12.6,3657,4.6,61551,45.6,-9.36071249346336
"1935",4.5,24.9,50.8,98.3,0.58,93.1,97.7,88.5,15.9,78.2,73.1,24383.96,14.2,2101,4.8,54294,12.8,-9.84463947672692
"1936",5.7,16.8,35.9,32.7,32.13,90.2,93.8,76.5,15.3,72.2,48.4,18567.34,23.2,2089,21.3,86591,859.7,-8.60268257743165
"1937",6.6,14,34.9,52.8,19.87,86,90,89.3,33.2,89,58.7,28621.26,16.6,125482,15.5,3131632,621.7,-7.32026341972888
"1938",6.1,18.5,41.2,91,1.1,87.8,88,86.9,20.4,83.9,74.6,27926.67,9.9,66890,10.3,1317849,369.1,-8.66808020541061
"1939",4.3,21.4,45.7,96.2,1.91,89.5,98.1,77.2,10.9,69.4,76.4,20682.53,25.4,6886,11.3,187928,61.1,-10.0751272609832
"1940",7.4,17.1,38.9,59.4,14.81,83.9,87.5,80.1,13.1,73.3,68.4,18050.91,20.7,9369,10.3,189178,31.1,-8.7498683154782
"1941",4.2,16,40.5,86.9,4.9,80,98.5,87.1,14.5,77.1,67.8,25477.35,15.7,4816,7.5,61298,30.6,-10.8234515297766
"1942",6.1,16.5,41.6,86.7,1.63,89.4,91,87.3,20.6,83.1,80.2,25581.03,16.5,32964,9.8,546458,125.5,-9.43588104789011
"1943",8.8,15.2,37.6,67.4,13.68,90.5,95.4,73.6,12.3,64,72.5,16956.33,26,2579,21.9,63474,8.5,-8.82342710926255
"1944",6.2,18.6,40.1,94.2,0.31,84.9,98.9,90.3,20.8,83.5,75.9,26320.33,13.9,4910,14,71113,4.5,-9.92056588407088
"1945",5.6,16,41.2,98.1,0.04,86.8,98.3,85.1,12.1,76.4,79.2,22761.54,14.3,12824,11.8,185239,55,-9.31691415133186
"1946",5.9,16.3,40.2,94.9,0.15,88,95.4,91.1,17.3,87.5,80.9,28174.12,8.9,21342,4.9,256847,105.3,-9.84217345697618
"1947",6.4,18.6,40,82.2,6.79,84.5,94.1,85.8,22.3,81.4,58.7,23237.45,14.6,9531,15.4,175454,1396.8,-8.15385610460396
"1948",7.1,13.6,35.1,60.4,18.74,85.7,97.5,85.6,24.3,77.6,63.1,22807.66,24.5,67583,13,1128902,251.8,-8.13778561762736
"1949",5.9,18.5,41.3,94.3,1.79,88.4,97.7,89.1,22,81.9,75.1,25365.84,17.6,24174,7.1,578946,182.7,-8.56808966289394
"1950",3.5,33,57.1,91,0.29,85.9,95.6,94.5,39.9,90,73.8,32441.59,12,10397,7.6,307227,16.6,-9.92515119217216
"1951",5.6,15.2,40.2,95.2,0.94,86.6,97.3,93.9,30.1,91.2,80,30984.35,7.3,35792,7.3,344951,228.8,-9.7544175715234
"1952",5.9,14.9,32.5,91.2,1.25,80.5,94.1,90.3,28.9,84.1,64.9,21068.67,22.3,17964,11.8,379123,66.4,-8.78126113200818
"1953",3.9,27.3,53,96.8,0.23,84.5,96.9,93.9,30.3,82,68.9,30884.4,11.2,4125,12.8,51267,2.1,-8.98227849550543
"1954",6.5,17.4,39.7,93.6,0.32,84.8,92.6,83,15.9,82.2,72.5,21030.47,14.9,17011,14,257198,63.2,-9.10209334139849
"1955",6.7,12,36,78.6,4.66,82.5,81.5,84.8,22.1,91,76.3,28247.47,9.7,77700,16.1,716339,159.9,-10.3622240766237
"1956",4.1,17.9,47.2,95.3,0.44,86.4,95.6,97.9,46.4,93.2,81.3,42389.95,8.1,5339,9.6,49894,23,-9.42754633062364
"1957",6,8.3,24.9,83.2,3.24,71.7,89.7,95.9,45.5,93.5,43.7,27928.46,18.2,34416,6,435137,116.6,-8.76695464140069
"1958",10.3,7.2,26.6,11.2,0.38,80.2,65,80.7,10.8,79.9,53.7,19824.44,27.8,2448,31.5,97176,0.2,-7.69796435095663
"1959",6.7,16.1,35.2,80.3,0.14,80.2,56.8,74.3,20.3,80.9,80.7,25486.93,16.6,1421,22.7,21435,2.6,-9.42714386754419
"1960",4.3,26.8,52.1,87,3.79,89.8,97.3,82.6,11.4,71.7,84.5,16999.6,21.9,3357,8.8,108444,20.3,-10.7569875683046
"1961",5.8,15.3,39.3,88.5,3.8,85.7,95.8,85.3,13.4,82.2,74.7,23315.71,13.2,13917,10.3,226068,81.5,-9.81150540012867
"1962",6.4,17,39.2,91.8,2.64,81.4,98.2,88.3,20.9,83.1,67.3,23516.25,14.5,14099,11.5,259475,65.9,-8.81729778386658
"1963",6,20.6,43.7,94.8,0.11,89.4,97.1,89.7,18.2,84.6,82.5,23973.6,17,4805,22.1,80797,8.6,-10.0383898799999
"1964",6.5,16.7,41.4,96.1,1.31,89.6,98.3,71.4,11.4,68.8,71.1,15567.36,37.1,6589,9.8,614835,62.9,-8.34331588140495
"1965",5.6,18.3,42.3,98.1,0.36,88.8,97,93.6,25.7,88.7,77,32152.48,7.7,4537,5,71567,16.8,-10.5084044317017
"1966",6,16.2,40.8,98.1,0.15,89.3,97.1,94.4,23.5,84.8,81.5,31920.9,7.8,7916,4.3,101574,27.9,-9.10694617581271
"1967",5.7,17.9,42.4,95.3,0.82,87,94.9,89.9,22.6,83,72.9,28089.87,13.2,41194,7.2,893551,71.2,-9.73536214322144
"1968",5.2,17.7,41,93,0.8,83,95.9,93.6,28.4,84.4,72.6,29999.1,14.7,96884,4.9,1975343,32,-9.08279417201581
"1969",6.4,16.7,39.6,59.6,17.92,86,95.7,82.5,22.2,81.8,61.8,23646.27,21.1,15600,15.9,382178,82.1,-8.31501024196309
"1970",5.7,22.9,46.3,96.6,0.09,85.8,98.8,83.9,12.8,75.8,74.9,17875.72,24.9,3900,17.6,106156,13.8,-9.56957536951287
"1971",7.6,22.8,43.9,97.9,0,85.4,97.2,92.2,19.6,78.2,64,19220.08,18.3,901,12.4,19710,0.8,-8.90463009700501
"1972",4.4,23.2,49.3,96.8,0.26,89.2,98.2,86.7,11.6,76.4,83.7,22716.81,16.5,5659,8.4,162463,43.8,-10.3219017909305
"1973",4.5,27.5,53,95,0.22,88.3,95.3,89.8,20.5,83.7,72.6,25135.75,16,2822,8,74946,1.6,-8.32131733154167
"1974",5.8,22,45.2,95.1,0.44,91.8,96.8,91.5,21.9,85.2,77.9,39162.44,11.1,3101,5.9,114914,3.9,-9.49250726373985
"1975",5.9,11.7,35.2,78.8,4.25,77.8,62.3,72.7,9.2,83,67,20550.85,27,9732,21.8,232411,36.2,-9.83585090382032
"1976",7,14,35.5,61.4,14.72,82.5,89.2,82.2,16.8,72.6,64.9,20915.56,22.1,17227,19.7,325022,154.9,-8.12667827026076
"1977",6.5,14.6,38.8,75.1,7.18,84.3,90.1,84.9,23.4,86.1,72.6,30243.21,9.8,22098,10.8,257428,123.1,-9.49981084428718
"1978",5.3,15.6,39.9,87.5,3.23,85.7,92.6,91.8,29.8,88.3,65.1,33488.7,11.6,78237,4.8,2770482,244.4,-8.6406568170887
"1979",5.2,21.7,46,94.8,0.47,85.9,96.2,91.9,22.2,84.6,77.6,26318.53,15.3,13510,8,227495,58,-10.2694405717119
"1980",8.2,16.1,37.5,96.1,0.32,91.4,83.1,82,11.4,73.9,79,23452.26,13.8,16678,22.5,236077,28.7,-10.4487943099877
"1981",6,14,39.8,88.3,0.15,83.9,64.9,73.2,21.4,85.2,78.7,24821.75,13.1,1380,23.3,39026,3.3,-9.41491253770496
"1982",5.9,14.2,37.8,65.5,12.31,84.5,85.4,91,35.7,89,71.3,34261.13,11.3,278738,6,3998830,1263.2,-7.55596260536533
"1983",4.8,20.9,46,95.9,1.29,89.2,97.7,84.3,19.4,75.4,78.5,24895.85,13.7,7962,7.3,88810,40.2,-10.3495506300728
"1984",6.6,18.6,39.1,90.9,0.5,83.5,88.9,89.2,19,85.2,66.7,27905.93,11.7,18471,11,258389,69.4,-9.59130784848395
"1985",8,15.9,35.5,87.6,0.18,89.4,85.7,89.6,21.4,90.2,76.6,23417.69,11.2,5923,13.7,87983,1.9,-9.73526612012095
"1986",5.8,18.5,41.4,87.5,3.9,84,96,86.9,17.2,81.8,71.2,24227.73,15.8,50571,9.5,917920,251.3,-9.45506412353402
"1987",4.4,11.3,42,92.9,0.09,77.9,89.4,93.6,54.1,94.1,64.3,40147.88,10.1,4879,10.5,52264,5.7,-10.3551999118096
"1988",7.1,15.4,37.1,49,24.28,84.2,96.5,86.5,24,80.1,63.5,24787.35,26.4,102578,12.3,2475001,290.2,-7.09658939934727
"1989",5.4,17.6,42.6,98.5,0.07,90.4,99.5,76,9.9,72.4,74.3,16823.72,27.3,4963,9,199414,58,-8.7611149288727
"1990",5.1,20.5,44.2,36.9,30.3,92.4,97.6,75.1,13.7,62.8,70.8,19908.55,28.2,2434,16.4,65063,20.5,-8.03115309113913
"1991",5.1,18.7,42.8,82.1,7,88.3,97.1,85.5,21.5,80.4,75.7,25969.42,13.3,24982,9.4,342757,108.8,-9.30883638072499
"1992",5.7,16.6,40.8,80.6,7.24,89.2,93.9,91.3,31.6,85.8,69.5,30572.8,13.7,258212,6.8,4134336,1312.6,-8.50799171968617
"1993",6,18.6,41.8,97.8,0.39,87.3,98.3,89.5,14.2,82.5,77.8,24807.72,10.7,25098,6.6,348398,88.5,-8.57836547620927
"1994",5.6,14.9,40.4,80.7,6.22,86,90.7,88.7,26.9,87.3,74.7,29667.67,10.6,77666,10.7,879759,277.8,-8.8211290855797
"1995",6,14.7,40.2,88.9,3.42,85.8,94.8,90.7,29.7,89.4,82,30617.41,8.1,61562,7.3,615145,199.7,-8.9616015153193
"1996",5.8,16.8,40.9,97.8,0.2,89.9,97.9,90.7,16.6,82.8,79.1,24721.81,14.2,11713,7.5,236219,75.2,-9.26116655728527
"1997",5.6,18.3,42.5,64.8,17.98,91.5,99.2,84.5,16.2,79.2,85.8,24446.77,20.2,2713,15.4,70833,14.4,-10.3411616696663
"1998",6.2,15.8,39.8,94.7,1.08,84.4,98.3,88.7,17.5,84.1,70.2,25723.69,13.4,15650,7.4,312936,102.9,-11.3355914496873
"1999",6,15.9,38.1,43,21.86,83.3,87.4,78.8,14.8,76.1,72.6,18573.65,20.7,11216,18.5,180389,37.8,-7.20962885689351
"2000",5.7,17.8,39.7,95.6,0.56,81.4,96.2,91,24,85.7,68.7,33403.32,11.2,10437,7.6,262338,9.5,-9.26152053496462
"2001",6.7,16.7,41.7,71.1,0.29,86.7,81.6,89.5,26.5,90.1,76.7,33142.29,8.4,1363,12.7,58260,1.2,-8.09308028893559
"2002",4.7,24.5,48.7,89.8,2.27,88,90.7,90.8,31.3,87.3,74.3,37035.65,11.9,43143,6.7,1085172,386.9,-9.40611935711247
"2003",7.6,14.7,33.4,75.1,0.49,84,95.8,91,27,85.7,72.6,24212.55,18.3,22353,10.5,423376,17.7,-8.09599605273727
"2004",6.3,12.3,34.7,77.3,9.98,80.2,96.1,90.6,35.9,89.3,70.1,27308.06,12.6,27511,12.5,197566,112,-8.96884805535094
"2005",5.2,18.3,42.3,96.8,0.27,90,96.3,88.6,16.2,83.6,79.6,26209.06,10.3,9587,10.9,115688,54.1,-10.5947704964863
